content_hash,bookmaker,phase,market,selection,line,price
fb66f8f04e9f4dd33476019d828f9778,market_max,open,asian_handicap,home,-1.25,1.93
fb66f8f04e9f4dd33476019d828f9778,market_max,open,total_goals,over,2.5,1.45
fb66f8f04e9f4dd33476019d828f9778,market_max,open,total_goals,under,2.5,3.0
fb66f8f04e9f4dd33476019d828f9778,paddy_power,open,1x2,away,,6.5
fb66f8f04e9f4dd33476019d828f9778,paddy_power,open,1x2,draw,,4.75
fb66f8f04e9f4dd33476019d828f9778,paddy_power,open,1x2,home,,1.4
fb66f8f04e9f4dd33476019d828f9778,skybet,open,1x2,away,,6.25
fb66f8f04e9f4dd33476019d828f9778,skybet,open,1x2,draw,,4.75
fb66f8f04e9f4dd33476019d828f9778,skybet,open,1x2,home,,1.4
9d6468b45ad175febfe4ff079668b97f,bet365,open,1x2,away,,3.8
9d6468b45ad175febfe4ff079668b97f,bet365,open,1x2,draw,,3.75
9d6468b45ad175febfe4ff079668b97f,bet365,open,1x2,home,,1.9
9d6468b45ad175febfe4ff079668b97f,bet365,open,asian_handicap,away,0.5,1.98
9d6468b45ad175febfe4ff079668b97f,bet365,open,asian_handicap,home,-0.5,1.88
9d6468b45ad175febfe4ff079668b97f,bet365,open,total_goals,over,2.5,1.57
9d6468b45ad175febfe4ff079668b97f,bet365,open,total_goals,under,2.5,2.38
9d6468b45ad175febfe4ff079668b97f,bet_and_win,open,1x2,away,,3.8
9d6468b45ad175febfe4ff079668b97f,bet_and_win,open,1x2,draw,,3.75
9d6468b45ad175febfe4ff079668b97f,bet_and_win,open,1x2,home,,1.9
9d6468b45ad175febfe4ff079668b97f,betfair_exchange,open,1x2,away,,4.0
9d6468b45ad175febfe4ff079668b97f,betfair_exchange,open,1x2,draw,,4.0
9d6468b45ad175febfe4ff079668b97f,betfair_exchange,open,1x2,home,,1.96
9d6468b45ad175febfe4ff079668b97f,betfair_exchange,open,asian_handicap,away,0.5,2.02
9d6468b45ad175febfe4ff079668b97f,betfair_exchange,open,asian_handicap,home,-0.5,1.96
9d6468b45ad175febfe4ff079668b97f,betfair_exchange,open,total_goals,over,2.5,1.63
9d6468b45ad175febfe4ff079668b97f,betfair_exchange,open,total_goals,under,2.5,2.5
9d6468b45ad175febfe4ff079668b97f,betfred,open,1x2,away,,3.75
9d6468b45ad175febfe4ff079668b97f,betfred,open,1x2,draw,,4.0
9d6468b45ad175febfe4ff079668b97f,betfred,open,1x2,home,,1.83
9d6468b45ad175febfe4ff079668b97f,betvictor,open,1x2,away,,3.6
9d6468b45ad175febfe4ff079668b97f,betvictor,open,1x2,draw,,3.7
9d6468b45ad175febfe4ff079668b97f,betvictor,open,1x2,home,,1.8
9d6468b45ad175febfe4ff079668b97f,market_avg,open,1x2,away,,3.76
9d6468b45ad175febfe4ff079668b97f,market_avg,open,1x2,draw,,3.78
9d6468b45ad175febfe4ff079668b97f,market_avg,open,1x2,home,,1.86
9d6468b45ad175febfe4ff079668b97f,market_avg,open,asian_handicap,away,0.5,1.92
9d6468b45ad175febfe4ff079668b97f,market_avg,open,asian_handicap,home,-0.5,1.83
9d6468b45ad175febfe4ff079668b97f,market_avg,open,total_goals,over,2.5,1.56
9d6468b45ad175febfe4ff079668b97f,market_avg,open,total_goals,under,2.5,2.35
9d6468b45ad175febfe4ff079668b97f,market_max,open,1x2,away,,3.9
9d6468b45ad175febfe4ff079668b97f,market_max,open,1x2,draw,,4.0
9d6468b45ad175febfe4ff079668b97f,market_max,open,1x2,home,,1.9
9d6468b45ad175febfe4ff079668b97f,market_max,open,asian_handicap,away,0.5,1.98
9d6468b45ad175febfe4ff079668b97f,market_max,open,asian_handicap,home,-0.5,1.88
9d6468b45ad175febfe4ff079668b97f,market_max,open,total_goals,over,2.5,1.6
9d6468b45ad175febfe4ff079668b97f,market_max,open,total_goals,under,2.5,2.4
9d6468b45ad175febfe4ff079668b97f,paddy_power,open,1x2,away,,3.8
9d6468b45ad175febfe4ff079668b97f,paddy_power,open,1x2,draw,,3.75
9d6468b45ad175febfe4ff079668b97f,paddy_power,open,1x2,home,,1.87
9d6468b45ad175febfe4ff079668b97f,skybet,open,1x2,away,,3.8
9d6468b45ad175febfe4ff079668b97f,skybet,open,1x2,draw,,3.75
9d6468b45ad175febfe4ff079668b97f,skybet,open,1x2,home,,1.85
1ab0ae5c26bccbaa9e5f9e292a940565,bet365,open,1x2,away,,1.95
1ab0ae5c26bccbaa9e5f9e292a940565,bet365,open,1x2,draw,,3.6
1ab0ae5c26bccbaa9e5f9e292a940565,bet365,open,1x2,home,,3.6
1ab0ae5c26bccbaa9e5f9e292a940565,bet365,open,asian_handicap,away,-0.5,2.03
1ab0ae5c26bccbaa9e5f9e292a940565,bet365,open,asian_handicap,home,0.5,1.83
1ab0ae5c26bccbaa9e5f9e292a940565,bet365,open,total_goals,over,2.5,1.67
1ab0ae5c26bccbaa9e5f9e292a940565,bet365,open,total_goals,under,2.5,2.2
1ab0ae5c26bccbaa9e5f9e292a940565,bet_and_win,open,1x2,away,,2.05
1ab0ae5c26bccbaa9e5f9e292a940565,bet_and_win,open,1x2,draw,,3.8
1ab0ae5c26bccbaa9e5f9e292a940565,bet_and_win,open,1x2,home,,3.25
1ab0ae5c26bccbaa9e5f9e292a940565,betfair_exchange,open,1x2,away,,2.06
1ab0ae5c26bccbaa9e5f9e292a940565,betfair_exchange,open,1x2,draw,,3.85
1ab0ae5c26bccbaa9e5f9e292a940565,betfair_exchange,open,1x2,home,,3.75
1ab0ae5c26bccbaa9e5f9e292a940565,betfair_exchange,open,total_goals,over,2.5,1.71
1ab0ae5c26bccbaa9e5f9e292a940565,betfair_exchange,open,total_goals,under,2.5,2.34
1ab0ae5c26bccbaa9e5f9e292a940565,betfred,open,1x2,away,,2.0
1ab0ae5c26bccbaa9e5f9e292a940565,betfred,open,1x2,draw,,3.75
1ab0ae5c26bccbaa9e5f9e292a940565,betfred,open,1x2,home,,3.4
1ab0ae5c26bccbaa9e5f9e292a940565,betvictor,open,1x2,away,,1.95
1ab0ae5c26bccbaa9e5f9e292a940565,betvictor,open,1x2,draw,,3.5
1ab0ae5c26bccbaa9e5f9e292a940565,betvictor,open,1x2,home,,3.3
1ab0ae5c26bccbaa9e5f9e292a940565,market_avg,open,1x2,away,,1.99
1ab0ae5c26bccbaa9e5f9e292a940565,market_avg,open,1x2,draw,,3.65
1ab0ae5c26bccbaa9e5f9e292a940565,market_avg,open,1x2,home,,3.41
1ab0ae5c26bccbaa9e5f9e292a940565,market_avg,open,asian_handicap,away,-0.5,1.97
1ab0ae5c26bccbaa9e5f9e292a940565,market_avg,open,asian_handicap,home,0.5,1.77
1ab0ae5c26bccbaa9e5f9e292a940565,market_avg,open,total_goals,over,2.5,1.64
1ab0ae5c26bccbaa9e5f9e292a940565,market_avg,open,total_goals,under,2.5,2.19
1ab0ae5c26bccbaa9e5f9e292a940565,market_max,open,1x2,away,,2.05
1ab0ae5c26bccbaa9e5f9e292a940565,market_max,open,1x2,draw,,3.8
1ab0ae5c26bccbaa9e5f9e292a940565,market_max,open,1x2,home,,3.6
1ab0ae5c26bccbaa9e5f9e292a940565,market_max,open,asian_handicap,away,-0.5,2.03
1ab0ae5c26bccbaa9e5f9e292a940565,market_max,open,asian_handicap,home,0.5,1.83
1ab0ae5c26bccbaa9e5f9e292a940565,market_max,open,total_goals,over,2.5,1.67
1ab0ae5c26bccbaa9e5f9e292a940565,market_max,open,total_goals,under,2.5,2.2
1ab0ae5c26bccbaa9e5f9e292a940565,paddy_power,open,1x2,away,,1.95
1ab0ae5c26bccbaa9e5f9e292a940565,paddy_power,open,1x2,draw,,3.6
1ab0ae5c26bccbaa9e5f9e292a940565,paddy_power,open,1x2,home,,3.5
1ab0ae5c26bccbaa9e5f9e292a940565,skybet,open,1x2,away,,1.95
1ab0ae5c26bccbaa9e5f9e292a940565,skybet,open,1x2,draw,,3.6
1ab0ae5c26bccbaa9e5f9e292a940565,skybet,open,1x2,home,,3.5
320a81ae6c97bc011f495f7e82031592,bet365,open,1x2,away,,1.17
320a81ae6c97bc011f495f7e82031592,bet365,open,1x2,draw,,7.5
320a81ae6c97bc011f495f7e82031592,bet365,open,1x2,home,,15.0
320a81ae6c97bc011f495f7e82031592,bet365,open,asian_handicap,away,-2.25,1.85
320a81ae6c97bc011f495f7e82031592,bet365,open,asian_handicap,home,2.25,2.0
320a81ae6c97bc011f495f7e82031592,bet365,open,total_goals,over,2.5,1.22
320a81ae6c97bc011f495f7e82031592,bet365,open,total_goals,under,2.5,4.33
320a81ae6c97bc011f495f7e82031592,bet_and_win,open,1x2,away,,1.18
320a81ae6c97bc011f495f7e82031592,bet_and_win,open,1x2,draw,,9.0
320a81ae6c97bc011f495f7e82031592,bet_and_win,open,1x2,home,,11.5
320a81ae6c97bc011f495f7e82031592,betfair_exchange,open,1x2,away,,1.17
320a81ae6c97bc011f495f7e82031592,betfair_exchange,open,1x2,draw,,10.0
320a81ae6c97bc011f495f7e82031592,betfair_exchange,open,1x2,home,,18.0
320a81ae6c97bc011f495f7e82031592,betfair_exchange,open,asian_handicap,away,-2.25,1.89
320a81ae6c97bc011f495f7e82031592,betfair_exchange,open,asian_handicap,home,2.25,2.05
320a81ae6c97bc011f495f7e82031592,betfair_exchange,open,total_goals,over,2.5,1.25
320a81ae6c97bc011f495f7e82031592,betfair_exchange,open,total_goals,under,2.5,4.7
320a81ae6c97bc011f495f7e82031592,betfred,open,1x2,away,,1.14
320a81ae6c97bc011f495f7e82031592,betfred,open,1x2,draw,,8.5
320a81ae6c97bc011f495f7e82031592,betfred,open,1x2,home,,15.0
320a81ae6c97bc011f495f7e82031592,betvictor,open,1x2,away,,1.12
320a81ae6c97bc011f495f7e82031592,betvictor,open,1x2,draw,,8.0
320a81ae6c97bc011f495f7e82031592,betvictor,open,1x2,home,,13.0
320a81ae6c97bc011f495f7e82031592,market_avg,open,1x2,away,,1.15
320a81ae6c97bc011f495f7e82031592,market_avg,open,1x2,draw,,8.32
320a81ae6c97bc011f495f7e82031592,market_avg,open,1x2,home,,13.58
320a81ae6c97bc011f495f7e82031592,market_avg,open,asian_handicap,away,-2.25,1.8
320a81ae6c97bc011f495f7e82031592,market_avg,open,asian_handicap,home,2.25,1.95
320a81ae6c97bc011f495f7e82031592,market_avg,open,total_goals,over,2.5,1.22
320a81ae6c97bc011f495f7e82031592,market_avg,open,total_goals,under,2.5,4.12
320a81ae6c97bc011f495f7e82031592,market_max,open,1x2,away,,1.18
320a81ae6c97bc011f495f7e82031592,market_max,open,1x2,draw,,9.0
320a81ae6c97bc011f495f7e82031592,market_max,open,1x2,home,,16.0
320a81ae6c97bc011f495f7e82031592,market_max,open,asian_handicap,away,-2.25,1.85
320a81ae6c97bc011f495f7e82031592,market_max,open,asian_handicap,home,2.25,2.0
320a81ae6c97bc011f495f7e82031592,market_max,open,total_goals,over,2.5,1.25
320a81ae6c97bc011f495f7e82031592,market_max,open,total_goals,under,2.5,4.33
320a81ae6c97bc011f495f7e82031592,paddy_power,open,1x2,away,,1.13
320a81ae6c97bc011f495f7e82031592,paddy_power,open,1x2,draw,,9.0
320a81ae6c97bc011f495f7e82031592,paddy_power,open,1x2,home,,15.0
320a81ae6c97bc011f495f7e82031592,skybet,open,1x2,away,,1.13
320a81ae6c97bc011f495f7e82031592,skybet,open,1x2,draw,,8.5
320a81ae6c97bc011f495f7e82031592,skybet,open,1x2,home,,13.0
99ba3d1b6056c364b625ed2efb2b1a13,bet365,open,1x2,away,,1.73
99ba3d1b6056c364b625ed2efb2b1a13,bet365,open,1x2,draw,,4.0
99ba3d1b6056c364b625ed2efb2b1a13,bet365,open,1x2,home,,4.33
99ba3d1b6056c364b625ed2efb2b1a13,bet365,open,asian_handicap,away,-0.75,1.98
99ba3d1b6056c364b625ed2efb2b1a13,bet365,open,asian_handicap,home,0.75,1.88
99ba3d1b6056c364b625ed2efb2b1a13,bet365,open,total_goals,over,2.5,1.5
99ba3d1b6056c364b625ed2efb2b1a13,bet365,open,total_goals,under,2.5,2.63
99ba3d1b6056c364b625ed2efb2b1a13,bet_and_win,open,1x2,away,,1.8
99ba3d1b6056c364b625ed2efb2b1a13,bet_and_win,open,1x2,draw,,3.9
99ba3d1b6056c364b625ed2efb2b1a13,bet_and_win,open,1x2,home,,4.0
99ba3d1b6056c364b625ed2efb2b1a13,betfair_exchange,open,1x2,away,,1.81
99ba3d1b6056c364b625ed2efb2b1a13,betfair_exchange,open,1x2,draw,,4.3
99ba3d1b6056c364b625ed2efb2b1a13,betfair_exchange,open,1x2,home,,4.5
99ba3d1b6056c364b625ed2efb2b1a13,betfair_exchange,open,asian_handicap,away,-0.75,2.01
99ba3d1b6056c364b625ed2efb2b1a13,betfair_exchange,open,asian_handicap,home,0.75,1.95
99ba3d1b6056c364b625ed2efb2b1a13,betfair_exchange,open,total_goals,over,2.5,1.51
99ba3d1b6056c364b625ed2efb2b1a13,betfair_exchange,open,total_goals,under,2.5,2.9
99ba3d1b6056c364b625ed2efb2b1a13,betfred,open,1x2,away,,1.8
99ba3d1b6056c364b625ed2efb2b1a13,betfred,open,1x2,draw,,4.2
99ba3d1b6056c364b625ed2efb2b1a13,betfred,open,1x2,home,,4.0
99ba3d1b6056c364b625ed2efb2b1a13,betvictor,open,1x2,away,,1.7
99ba3d1b6056c364b625ed2efb2b1a13,betvictor,open,1x2,draw,,3.9
99ba3d1b6056c364b625ed2efb2b1a13,betvictor,open,1x2,home,,3.9
99ba3d1b6056c364b625ed2efb2b1a13,market_avg,open,1x2,away,,1.75
99ba3d1b6056c364b625ed2efb2b1a13,market_avg,open,1x2,draw,,4.03
99ba3d1b6056c364b625ed2efb2b1a13,market_avg,open,1x2,home,,4.04
99ba3d1b6056c364b625ed2efb2b1a13,market_avg,open,asian_handicap,away,-0.75,1.91
99ba3d1b6056c364b625ed2efb2b1a13,market_avg,open,asian_handicap,home,0.75,1.83
99ba3d1b6056c364b625ed2efb2b1a13,market_avg,open,total_goals,over,2.5,1.46
99ba3d1b6056c364b625ed2efb2b1a13,market_avg,open,total_goals,under,2.5,2.63
99ba3d1b6056c364b625ed2efb2b1a13,market_max,open,1x2,away,,1.8
99ba3d1b6056c364b625ed2efb2b1a13,market_max,open,1x2,draw,,4.2
99ba3d1b6056c364b625ed2efb2b1a13,market_max,open,1x2,home,,4.33
99ba3d1b6056c364b625ed2efb2b1a13,market_max,open,asian_handicap,away,-0.75,1.98
99ba3d1b6056c364b625ed2efb2b1a13,market_max,open,asian_handicap,home,0.75,1.88
99ba3d1b6056c364b625ed2efb2b1a13,market_max,open,total_goals,over,2.5,1.5
99ba3d1b6056c364b625ed2efb2b1a13,market_max,open,total_goals,under,2.5,2.7
99ba3d1b6056c364b625ed2efb2b1a13,paddy_power,open,1x2,away,,1.73
99ba3d1b6056c364b625ed2efb2b1a13,paddy_power,open,1x2,draw,,4.0
99ba3d1b6056c364b625ed2efb2b1a13,paddy_power,open,1x2,home,,4.2
99ba3d1b6056c364b625ed2efb2b1a13,skybet,open,1x2,away,,1.73
99ba3d1b6056c364b625ed2efb2b1a13,skybet,open,1x2,draw,,4.0
99ba3d1b6056c364b625ed2efb2b1a13,skybet,open,1x2,home,,4.2
7863c0277c6814aaaa412dc495f96391,bet365,open,1x2,away,,5.5
7863c0277c6814aaaa412dc495f96391,bet365,open,1x2,draw,,3.9
7863c0277c6814aaaa412dc495f96391,bet365,open,1x2,home,,1.62
7863c0277c6814aaaa412dc495f96391,bet365,open,asian_handicap,away,0.75,2.03
7863c0277c6814aaaa412dc495f96391,bet365,open,asian_handicap,home,-0.75,1.83
7863c0277c6814aaaa412dc495f96391,bet365,open,total_goals,over,2.5,1.8
7863c0277c6814aaaa412dc495f96391,bet365,open,total_goals,under,2.5,2.0
7863c0277c6814aaaa412dc495f96391,bet_and_win,open,1x2,away,,5.25
7863c0277c6814aaaa412dc495f96391,bet_and_win,open,1x2,draw,,4.0
7863c0277c6814aaaa412dc495f96391,bet_and_win,open,1x2,home,,1.61
7863c0277c6814aaaa412dc495f96391,betfair_exchange,open,1x2,away,,5.9
7863c0277c6814aaaa412dc495f96391,betfair_exchange,open,1x2,draw,,4.1
7863c0277c6814aaaa412dc495f96391,betfair_exchange,open,1x2,home,,1.69
7863c0277c6814aaaa412dc495f96391,betfair_exchange,open,asian_handicap,away,0.75,2.1
7863c0277c6814aaaa412dc495f96391,betfair_exchange,open,asian_handicap,home,-0.75,1.88
7863c0277c6814aaaa412dc495f96391,betfair_exchange,open,total_goals,over,2.5,1.92
7863c0277c6814aaaa412dc495f96391,betfair_exchange,open,total_goals,under,2.5,2.06
7863c0277c6814aaaa412dc495f96391,betfred,open,1x2,away,,5.5
7863c0277c6814aaaa412dc495f96391,betfred,open,1x2,draw,,4.0
7863c0277c6814aaaa412dc495f96391,betfred,open,1x2,home,,1.62
7863c0277c6814aaaa412dc495f96391,betvictor,open,1x2,away,,5.25
7863c0277c6814aaaa412dc495f96391,betvictor,open,1x2,draw,,4.0
7863c0277c6814aaaa412dc495f96391,betvictor,open,1x2,home,,1.62
7863c0277c6814aaaa412dc495f96391,market_avg,open,1x2,away,,5.29
7863c0277c6814aaaa412dc495f96391,market_avg,open,1x2,draw,,3.9
7863c0277c6814aaaa412dc495f96391,market_avg,open,1x2,home,,1.62
7863c0277c6814aaaa412dc495f96391,market_avg,open,asian_handicap,away,0.75,1.98
7863c0277c6814aaaa412dc495f96391,market_avg,open,asian_handicap,home,-0.75,1.78
7863c0277c6814aaaa412dc495f96391,market_avg,open,total_goals,over,2.5,1.82
7863c0277c6814aaaa412dc495f96391,market_avg,open,total_goals,under,2.5,1.93
7863c0277c6814aaaa412dc495f96391,market_max,open,1x2,away,,5.5
7863c0277c6814aaaa412dc495f96391,market_max,open,1x2,draw,,4.0
7863c0277c6814aaaa412dc495f96391,market_max,open,1x2,home,,1.67
7863c0277c6814aaaa412dc495f96391,market_max,open,asian_handicap,away,0.75,2.03
7863c0277c6814aaaa412dc495f96391,market_max,open,asian_handicap,home,-0.75,1.83
7863c0277c6814aaaa412dc495f96391,market_max,open,total_goals,over,2.5,2.1
7863c0277c6814aaaa412dc495f96391,market_max,open,total_goals,under,2.5,2.0
7863c0277c6814aaaa412dc495f96391,paddy_power,open,1x2,away,,5.5
7863c0277c6814aaaa412dc495f96391,paddy_power,open,1x2,draw,,3.8
7863c0277c6814aaaa412dc495f96391,paddy_power,open,1x2,home,,1.62
7863c0277c6814aaaa412dc495f96391,skybet,open,1x2,away,,5.25
7863c0277c6814aaaa412dc495f96391,skybet,open,1x2,draw,,3.8
7863c0277c6814aaaa412dc495f96391,skybet,open,1x2,home,,1.62
3179daed77ff10faee264324f51b9dca,bet365,open,1x2,away,,3.9
3179daed77ff10faee264324f51b9dca,bet365,open,1x2,draw,,3.5
3179daed77ff10faee264324f51b9dca,bet365,open,1x2,home,,1.95
3179daed77ff10faee264324f51b9dca,bet365,open,asian_handicap,away,0.5,1.88
3179daed77ff10faee264324f51b9dca,bet365,open,asian_handicap,home,-0.5,1.98
3179daed77ff10faee264324f51b9dca,bet365,open,total_goals,over,2.5,1.91
3179daed77ff10faee264324f51b9dca,bet365,open,total_goals,under,2.5,1.91
3179daed77ff10faee264324f51b9dca,bet_and_win,open,1x2,away,,3.7
3179daed77ff10faee264324f51b9dca,bet_and_win,open,1x2,draw,,3.6
3179daed77ff10faee264324f51b9dca,bet_and_win,open,1x2,home,,1.95
3179daed77ff10faee264324f51b9dca,betfair_exchange,open,1x2,away,,4.0
3179daed77ff10faee264324f51b9dca,betfair_exchange,open,1x2,draw,,3.65
3179daed77ff10faee264324f51b9dca,betfair_exchange,open,1x2,home,,2.06
3179daed77ff10faee264324f51b9dca,betfair_exchange,open,asian_handicap,away,0.5,1.93
3179daed77ff10faee264324f51b9dca,betfair_exchange,open,asian_handicap,home,-0.5,2.06
3179daed77ff10faee264324f51b9dca,betfair_exchange,open,total_goals,over,2.5,1.93
3179daed77ff10faee264324f51b9dca,betfair_exchange,open,total_goals,under,2.5,2.04
3179daed77ff10faee264324f51b9dca,betfred,open,1x2,away,,3.75
3179daed77ff10faee264324f51b9dca,betfred,open,1x2,draw,,3.6
3179daed77ff10faee264324f51b9dca,betfred,open,1x2,home,,1.95
3179daed77ff10faee264324f51b9dca,betvictor,open,1x2,away,,3.75
3179daed77ff10faee264324f51b9dca,betvictor,open,1x2,draw,,3.6
3179daed77ff10faee264324f51b9dca,betvictor,open,1x2,home,,1.95
3179daed77ff10faee264324f51b9dca,market_avg,open,1x2,away,,3.68
3179daed77ff10faee264324f51b9dca,market_avg,open,1x2,draw,,3.52
3179daed77ff10faee264324f51b9dca,market_avg,open,1x2,home,,1.98
3179daed77ff10faee264324f51b9dca,market_avg,open,asian_handicap,away,0.5,1.83
3179daed77ff10faee264324f51b9dca,market_avg,open,asian_handicap,home,-0.5,1.9
3179daed77ff10faee264324f51b9dca,market_avg,open,total_goals,over,2.5,1.85
3179daed77ff10faee264324f51b9dca,market_avg,open,total_goals,under,2.5,1.89
3179daed77ff10faee264324f51b9dca,market_max,open,1x2,away,,3.9
3179daed77ff10faee264324f51b9dca,market_max,open,1x2,draw,,3.6
3179daed77ff10faee264324f51b9dca,market_max,open,1x2,home,,2.38
3179daed77ff10faee264324f51b9dca,market_max,open,asian_handicap,away,0.5,1.88
3179daed77ff10faee264324f51b9dca,market_max,open,asian_handicap,home,-0.5,1.98
3179daed77ff10faee264324f51b9dca,market_max,open,total_goals,over,2.5,2.1
3179daed77ff10faee264324f51b9dca,market_max,open,total_goals,under,2.5,1.95
3179daed77ff10faee264324f51b9dca,paddy_power,open,1x2,away,,3.75
3179daed77ff10faee264324f51b9dca,paddy_power,open,1x2,draw,,3.5
3179daed77ff10faee264324f51b9dca,paddy_power,open,1x2,home,,1.95
3179daed77ff10faee264324f51b9dca,skybet,open,1x2,away,,3.75
3179daed77ff10faee264324f51b9dca,skybet,open,1x2,draw,,3.4
3179daed77ff10faee264324f51b9dca,skybet,open,1x2,home,,1.95
841dcfde882ad6f72a3492084d622c34,bet365,open,1x2,away,,3.25
841dcfde882ad6f72a3492084d622c34,bet365,open,1x2,draw,,3.25
841dcfde882ad6f72a3492084d622c34,bet365,open,1x2,home,,2.3
841dcfde882ad6f72a3492084d622c34,bet365,open,asian_handicap,away,0.25,1.88
841dcfde882ad6f72a3492084d622c34,bet365,open,asian_handicap,home,-0.25,1.98
841dcfde882ad6f72a3492084d622c34,bet365,open,total_goals,over,2.5,1.91
841dcfde882ad6f72a3492084d622c34,bet365,open,total_goals,under,2.5,1.91
841dcfde882ad6f72a3492084d622c34,bet_and_win,open,1x2,away,,3.1
841dcfde882ad6f72a3492084d622c34,bet_and_win,open,1x2,draw,,3.4
841dcfde882ad6f72a3492084d622c34,bet_and_win,open,1x2,home,,2.25
841dcfde882ad6f72a3492084d622c34,betfair_exchange,open,1x2,away,,3.35
841dcfde882ad6f72a3492084d622c34,betfair_exchange,open,1x2,draw,,3.5
841dcfde882ad6f72a3492084d622c34,betfair_exchange,open,1x2,home,,2.36
841dcfde882ad6f72a3492084d622c34,betfair_exchange,open,asian_handicap,away,0.25,1.94
841dcfde882ad6f72a3492084d622c34,betfair_exchange,open,asian_handicap,home,-0.25,2.02
841dcfde882ad6f72a3492084d622c34,betfair_exchange,open,total_goals,over,2.5,1.97
841dcfde882ad6f72a3492084d622c34,betfair_exchange,open,total_goals,under,2.5,2.0
841dcfde882ad6f72a3492084d622c34,betfred,open,1x2,away,,3.0
841dcfde882ad6f72a3492084d622c34,betfred,open,1x2,draw,,3.5
841dcfde882ad6f72a3492084d622c34,betfred,open,1x2,home,,2.3
841dcfde882ad6f72a3492084d622c34,betvictor,open,1x2,away,,3.1
841dcfde882ad6f72a3492084d622c34,betvictor,open,1x2,draw,,3.5
841dcfde882ad6f72a3492084d622c34,betvictor,open,1x2,home,,2.25
841dcfde882ad6f72a3492084d622c34,market_avg,open,1x2,away,,3.03
841dcfde882ad6f72a3492084d622c34,market_avg,open,1x2,draw,,3.37
841dcfde882ad6f72a3492084d622c34,market_avg,open,1x2,home,,2.32
841dcfde882ad6f72a3492084d622c34,market_avg,open,asian_handicap,away,0.25,1.81
841dcfde882ad6f72a3492084d622c34,market_avg,open,asian_handicap,home,-0.25,1.93
841dcfde882ad6f72a3492084d622c34,market_avg,open,total_goals,over,2.5,1.89
841dcfde882ad6f72a3492084d622c34,market_avg,open,total_goals,under,2.5,1.86
841dcfde882ad6f72a3492084d622c34,market_max,open,1x2,away,,3.25
841dcfde882ad6f72a3492084d622c34,market_max,open,1x2,draw,,3.5
841dcfde882ad6f72a3492084d622c34,market_max,open,1x2,home,,3.0
841dcfde882ad6f72a3492084d622c34,market_max,open,asian_handicap,away,0.25,1.88
841dcfde882ad6f72a3492084d622c34,market_max,open,asian_handicap,home,-0.25,1.98
841dcfde882ad6f72a3492084d622c34,market_max,open,total_goals,over,2.5,2.5
841dcfde882ad6f72a3492084d622c34,market_max,open,total_goals,under,2.5,1.93
841dcfde882ad6f72a3492084d622c34,paddy_power,open,1x2,away,,3.1
841dcfde882ad6f72a3492084d622c34,paddy_power,open,1x2,draw,,3.3
841dcfde882ad6f72a3492084d622c34,paddy_power,open,1x2,home,,2.25
841dcfde882ad6f72a3492084d622c34,skybet,open,1x2,away,,3.1
841dcfde882ad6f72a3492084d622c34,skybet,open,1x2,draw,,3.25
841dcfde882ad6f72a3492084d622c34,skybet,open,1x2,home,,2.25
8a156bea2572555f2eebf872f0a3c2bf,bet365,open,1x2,away,,1.85
8a156bea2572555f2eebf872f0a3c2bf,bet365,open,1x2,draw,,3.6
8a156bea2572555f2eebf872f0a3c2bf,bet365,open,1x2,home,,4.2
8a156bea2572555f2eebf872f0a3c2bf,bet365,open,asian_handicap,away,-0.5,1.88
8a156bea2572555f2eebf872f0a3c2bf,bet365,open,asian_handicap,home,0.5,1.98
8a156bea2572555f2eebf872f0a3c2bf,bet365,open,total_goals,over,2.5,1.88
8a156bea2572555f2eebf872f0a3c2bf,bet365,open,total_goals,under,2.5,1.98
8a156bea2572555f2eebf872f0a3c2bf,bet_and_win,open,1x2,away,,1.85
8a156bea2572555f2eebf872f0a3c2bf,bet_and_win,open,1x2,draw,,3.6
8a156bea2572555f2eebf872f0a3c2bf,bet_and_win,open,1x2,home,,4.1
8a156bea2572555f2eebf872f0a3c2bf,betfair_exchange,open,1x2,away,,1.95
8a156bea2572555f2eebf872f0a3c2bf,betfair_exchange,open,1x2,draw,,3.85
8a156bea2572555f2eebf872f0a3c2bf,betfair_exchange,open,1x2,home,,4.3
8a156bea2572555f2eebf872f0a3c2bf,betfair_exchange,open,asian_handicap,away,-0.5,1.95
8a156bea2572555f2eebf872f0a3c2bf,betfair_exchange,open,asian_handicap,home,0.5,2.04
8a156bea2572555f2eebf872f0a3c2bf,betfair_exchange,open,total_goals,over,2.5,1.94
8a156bea2572555f2eebf872f0a3c2bf,betfair_exchange,open,total_goals,under,2.5,2.02
8a156bea2572555f2eebf872f0a3c2bf,betfred,open,1x2,away,,1.83
8a156bea2572555f2eebf872f0a3c2bf,betfred,open,1x2,draw,,3.75
8a156bea2572555f2eebf872f0a3c2bf,betfred,open,1x2,home,,4.0
8a156bea2572555f2eebf872f0a3c2bf,betvictor,open,1x2,away,,1.87
8a156bea2572555f2eebf872f0a3c2bf,betvictor,open,1x2,draw,,3.6
8a156bea2572555f2eebf872f0a3c2bf,betvictor,open,1x2,home,,4.1
8a156bea2572555f2eebf872f0a3c2bf,market_avg,open,1x2,away,,1.86
8a156bea2572555f2eebf872f0a3c2bf,market_avg,open,1x2,draw,,3.62
8a156bea2572555f2eebf872f0a3c2bf,market_avg,open,1x2,home,,4.04
